Record Length,40000,,Source,CH1,CH2
,,,-2.09469985962,-0.52000,-0.88000
,,,-2.09459996223,-0.60000,-0.88000
,,,-2.09450006485,-0.56000,-0.84000
,,,-2.09439992905,-0.56000,-0.80000
,,,-2.09430003166,-0.56000,-0.84000
,,,-2.09419989586,-0.56000,-0.84000
,,,-2.09409999847,-0.56000,-0.80000
,,,-2.09399986267,-0.56000,-0.84000
,,,-2.09389996529,-0.56000,-0.88000
,,,-2.09379982948,-0.56000,-0.84000
,,,-2.09369993210,-0.56000,-0.84000
,,,-2.09360003471,-0.56000,-0.84000
,,,-2.09349989891,-0.56000,-0.80000
,,,-2.09340000153,-0.56000,-0.80000
,,,-2.09329986572,-0.56000,-0.84000
,,,-2.09319996834,-0.56000,-0.88000
,,,-2.09309983253,-0.56000,-0.88000
,,,-2.09299993515,-0.56000,-0.84000
,,,-2.09290003777,-0.56000,-0.80000
,,,-2.09279990196,-0.52000,-0.80000
,,,-2.09270000458,-0.56000,-0.80000
,,,-2.09259986877,-0.56000,-0.84000
,,,-2.09249997139,-0.56000,-0.88000
,,,-2.09239983559,-0.56000,-0.88000
,,,-2.09229993820,-0.56000,-0.84000
,,,-2.09220004082,-0.56000,-0.80000
,,,-2.09209990501,-0.56000,-0.80000
,,,-2.09200000763,-0.52000,-0.84000
,,,-2.09189987183,-0.56000,-0.80000
,,,-2.09179997444,-0.56000,-0.84000
,,,-2.09169983864,-0.52000,-0.88000
,,,-2.09159994125,-0.56000,-0.84000
,,,-2.09150004387,-0.52000,-0.84000
,,,-2.09139990807,-0.56000,-0.84000
,,,-2.09130001068,-0.52000,-0.80000
,,,-2.09119987488,-0.56000,-0.80000
,,,-2.09109997749,-0.52000,-0.84000
,,,-2.09099984169,-0.52000,-0.84000
,,,-2.09089994431,-0.56000,-0.88000
,,,-2.09080004692,-0.56000,-0.84000
,,,-2.09069991112,-0.56000,-0.76000
,,,-2.09060001373,-0.56000,-0.84000
,,,-2.09049987793,-0.56000,-0.80000
,,,-2.09039998055,-0.52000,-0.80000
,,,-2.09029984474,-0.56000,-0.84000
,,,-2.09019994736,-0.56000,-0.84000
,,,-2.09010004997,-0.56000,-0.88000
,,,-2.08999991417,-0.56000,-0.80000
,,,-2.08990001678,-0.56000,-0.84000
,,,-2.08979988098,-0.56000,-0.80000
,,,-2.08969998360,-0.56000,-0.84000
,,,-2.08959984779,-0.52000,-0.84000
,,,-2.08949995041,-0.56000,-0.88000
,,,-2.08940005302,-0.56000,-0.84000
,,,-2.08929991722,-0.52000,-0.80000
,,,-2.08920001984,-0.56000,-0.84000
,,,-2.08909988403,-0.56000,-0.80000
,,,-2.08899998665,-0.52000,-0.80000
,,,-2.08889985085,-0.56000,-0.84000
,,,-2.08879995346,-0.52000,-0.88000
,,,-2.08870005608,-0.56000,-0.88000
,,,-2.08859992027,-0.56000,-0.80000
,,,-2.08850002289,-0.52000,-0.84000
,,,-2.08839988708,-0.52000,-0.80000
,,,-2.08829998970,-0.52000,-0.80000
,,,-2.08819985390,-0.56000,-0.80000
,,,-2.08809995651,-0.52000,-0.88000
,,,-2.08800005913,-0.56000,-0.84000
,,,-2.08789992332,-0.56000,-0.84000
,,,-2.08780002594,-0.52000,-0.80000
,,,-2.08769989014,-0.56000,-0.80000
,,,-2.08759999275,-0.56000,-0.76000
,,,-2.08749985695,-0.56000,-0.80000
,,,-2.08739995956,-0.56000,-0.84000
,,,-2.08730006218,-0.56000,-0.88000
,,,-2.08719992638,-0.56000,-0.84000
,,,-2.08710002899,-0.48000,-0.80000
,,,-2.08699989319,-0.52000,-0.80000
,,,-2.08689999580,-0.52000,-0.80000
,,,-2.08679986000,-0.56000,-0.84000
,,,-2.08669996262,-0.52000,-0.80000
,,,-2.08660006523,-0.56000,-0.88000
,,,-2.08649992943,-0.56000,-0.84000
,,,-2.08640003204,-0.56000,-0.80000
,,,-2.08629989624,-0.52000,-0.80000
,,,-2.08619999886,-0.56000,-0.76000
,,,-2.08609986305,-0.52000,-0.80000
,,,-2.08599996567,-0.56000,-0.84000
,,,-2.08589982986,-0.56000,-0.84000
,,,-2.08579993248,-0.56000,-0.84000
,,,-2.08570003510,-0.52000,-0.84000
,,,-2.08559989929,-0.52000,-0.84000
,,,-2.08550000191,-0.56000,-0.76000
,,,-2.08539986610,-0.56000,-0.80000
,,,-2.08529996872,-0.52000,-0.80000
,,,-2.08519983292,-0.56000,-0.84000
,,,-2.08509993553,-0.52000,-0.88000
,,,-2.08500003815,-0.56000,-0.84000
,,,-2.08489990234,-0.56000,-0.84000
,,,-2.08480000496,-0.56000,-0.80000
,,,-2.08469986916,-0.56000,-0.80000
,,,-2.08459997177,-0.56000,-0.76000
,,,-2.08449983597,-0.52000,-0.80000
,,,-2.08439993858,-0.52000,-0.80000
,,,-2.08430004120,-0.56000,-0.88000
,,,-2.08419990540,-0.56000,-0.84000
,,,-2.08410000801,-0.56000,-0.80000
,,,-2.08399987221,-0.52000,-0.76000
,,,-2.08389997482,-0.52000,-0.80000
,,,-2.08379983902,-0.56000,-0.80000
,,,-2.08369994164,-0.56000,-0.84000
,,,-2.08360004425,-0.56000,-0.88000
,,,-2.08349990845,-0.56000,-0.80000
,,,-2.08340001106,-0.56000,-0.80000
,,,-2.08329987526,-0.56000,-0.80000
,,,-2.08319997787,-0.48000,-0.80000
,,,-2.08309984207,-0.56000,-0.80000
,,,-2.08299994469,-0.56000,-0.80000
,,,-2.08290004730,-0.56000,-0.84000
,,,-2.08279991150,-0.52000,-0.84000
,,,-2.08270001411,-0.48000,-0.80000
,,,-2.08259987831,-0.52000,-0.76000
,,,-2.08249998093,-0.56000,-0.80000
,,,-2.08239984512,-0.52000,-0.80000
,,,-2.08229994774,-0.52000,-0.80000
,,,-2.08220005035,-0.56000,-0.84000
,,,-2.08209991455,-0.52000,-0.84000
,,,-2.08200001717,-0.56000,-0.80000
,,,-2.08189988136,-0.56000,-0.80000
,,,-2.08179998398,-0.56000,-0.76000
,,,-2.08169984818,-0.52000,-0.84000
,,,-2.08159995079,-0.52000,-0.76000
,,,-2.08150005341,-0.52000,-0.84000
,,,-2.08139991760,-0.52000,-0.84000
,,,-2.08130002022,-0.52000,-0.84000
,,,-2.08119988441,-0.52000,-0.80000
,,,-2.08109998703,-0.52000,-0.80000
,,,-2.08099985123,-0.56000,-0.80000
,,,-2.08089995384,-0.52000,-0.80000
,,,-2.08080005646,-0.52000,-0.84000
,,,-2.08069992065,-0.56000,-0.84000
,,,-2.08060002327,-0.56000,-0.80000
,,,-2.08049988747,-0.56000,-0.80000
,,,-2.08039999008,-0.52000,-0.80000
,,,-2.08029985428,-0.52000,-0.80000
,,,-2.08019995689,-0.52000,-0.80000
,,,-2.08010005951,-0.56000,-0.84000
,,,-2.07999992371,-0.56000,-0.84000
,,,-2.07990002632,-0.52000,-0.80000
,,,-2.07979989052,-0.56000,-0.80000
,,,-2.07969999313,-0.52000,-0.80000
,,,-2.07959985733,-0.52000,-0.76000
,,,-2.07949995995,-0.52000,-0.76000
,,,-2.07940006256,-0.52000,-0.80000
,,,-2.07929992676,-0.56000,-0.88000
,,,-2.07920002937,-0.52000,-0.84000
,,,-2.07909989357,-0.52000,-0.80000
,,,-2.07899999619,-0.56000,-0.80000
,,,-2.07889986038,-0.52000,-0.76000
,,,-2.07879996300,-0.48000,-0.76000
,,,-2.07870006561,-0.52000,-0.80000
,,,-2.07859992981,-0.52000,-0.84000
,,,-2.07850003242,-0.52000,-0.80000
,,,-2.07839989662,-0.52000,-0.80000
,,,-2.07829999924,-0.52000,-0.80000
,,,-2.07819986343,-0.48000,-0.80000
,,,-2.07809996605,-0.52000,-0.76000
,,,-2.07799983025,-0.56000,-0.80000
,,,-2.07789993286,-0.48000,-0.80000
,,,-2.07780003548,-0.52000,-0.84000
,,,-2.07769989967,-0.52000,-0.80000
,,,-2.07760000229,-0.56000,-0.80000
,,,-2.07749986649,-0.52000,-0.80000
,,,-2.07739996910,-0.52000,-0.76000
,,,-2.07729983330,-0.52000,-0.80000
,,,-2.07719993591,-0.52000,-0.76000
,,,-2.07710003853,-0.56000,-0.84000
,,,-2.07699990273,-0.52000,-0.88000
,,,-2.07690000534,-0.52000,-0.84000
,,,-2.07679986954,-0.52000,-0.80000
,,,-2.07669997215,-0.52000,-0.80000
,,,-2.07659983635,-0.52000,-0.76000
,,,-2.07649993896,-0.48000,-0.80000
,,,-2.07640004158,-0.48000,-0.84000
,,,-2.07629990578,-0.52000,-0.84000
,,,-2.07620000839,-0.56000,-0.84000
,,,-2.07609987259,-0.52000,-0.80000
,,,-2.07599997520,-0.56000,-0.76000
,,,-2.07589983940,-0.48000,-0.76000
,,,-2.07579994202,-0.52000,-0.76000
,,,-2.07570004463,-0.52000,-0.80000
,,,-2.07559990883,-0.52000,-0.80000
,,,-2.07550001144,-0.52000,-0.80000
,,,-2.07539987564,-0.48000,-0.80000
,,,-2.07529997826,-0.48000,-0.76000
,,,-2.07519984245,-0.52000,-0.76000
,,,-2.07509994507,-0.52000,-0.80000
,,,-2.07500004768,-0.48000,-0.76000
,,,-2.07489991188,-0.48000,-0.84000
,,,-2.07480001450,-0.48000,-0.80000
,,,-2.07469987869,-0.52000,-0.84000
,,,-2.07459998131,-0.52000,-0.80000
,,,-2.07449984550,-0.52000,-0.80000
,,,-2.07439994812,-0.52000,-0.76000
,,,-2.07430005074,-0.52000,-0.80000
,,,-2.07419991493,-0.52000,-0.80000
,,,-2.07410001755,-0.48000,-0.80000
,,,-2.07399988174,-0.56000,-0.84000
,,,-2.07389998436,-0.52000,-0.76000
,,,-2.07379984856,-0.52000,-0.80000
,,,-2.07369995117,-0.48000,-0.76000
,,,-2.07360005379,-0.52000,-0.76000
,,,-2.07349991798,-0.52000,-0.80000
,,,-2.07340002060,-0.52000,-0.80000
,,,-2.07329988480,-0.56000,-0.84000
,,,-2.07319998741,-0.52000,-0.76000
,,,-2.07309985161,-0.52000,-0.80000
,,,-2.07299995422,-0.52000,-0.76000
,,,-2.07290005684,-0.52000,-0.76000
,,,-2.07279992104,-0.52000,-0.80000
,,,-2.07270002365,-0.48000,-0.80000
,,,-2.07259988785,-0.48000,-0.84000
,,,-2.07249999046,-0.56000,-0.80000
,,,-2.07239985466,-0.52000,-0.76000
,,,-2.07229995728,-0.48000,-0.80000
,,,-2.07220005989,-0.48000,-0.76000
,,,-2.07209992409,-0.48000,-0.76000
,,,-2.07200002670,-0.52000,-0.80000
,,,-2.07189989090,-0.52000,-0.84000
,,,-2.07179999352,-0.52000,-0.84000
,,,-2.07169985771,-0.56000,-0.80000
,,,-2.07159996033,-0.52000,-0.76000
,,,-2.07150006294,-0.48000,-0.76000
,,,-2.07139992714,-0.52000,-0.76000
,,,-2.07130002975,-0.48000,-0.80000
,,,-2.07119989395,-0.48000,-0.84000
,,,-2.07109999657,-0.52000,-0.84000
,,,-2.07099986076,-0.48000,-0.80000
,,,-2.07089996338,-0.52000,-0.76000
,,,-2.07080006599,-0.48000,-0.76000
,,,-2.07069993019,-0.52000,-0.76000
,,,-2.07060003281,-0.52000,-0.80000
,,,-2.07049989700,-0.52000,-0.84000
,,,-2.07039999962,-0.52000,-0.80000
,,,-2.07029986382,-0.48000,-0.80000
,,,-2.07019996643,-0.52000,-0.76000
,,,-2.07009983063,-0.52000,-0.76000
,,,-2.06999993324,-0.48000,-0.76000
,,,-2.06990003586,-0.48000,-0.76000
,,,-2.06979990005,-0.52000,-0.80000
,,,-2.06970000267,-0.52000,-0.84000
,,,-2.06959986687,-0.52000,-0.84000
,,,-2.06949996948,-0.56000,-0.76000
,,,-2.06939983368,-0.48000,-0.76000
,,,-2.06929993629,-0.48000,-0.76000
,,,-2.06920003891,-0.48000,-0.76000
,,,-2.06909990311,-0.48000,-0.76000
,,,-2.06900000572,-0.48000,-0.80000
,,,-2.06889986992,-0.48000,-0.84000
,,,-2.06879997253,-0.52000,-0.80000
,,,-2.06869983673,-0.48000,-0.80000
,,,-2.06859993935,-0.48000,-0.76000
,,,-2.06850004196,-0.48000,-0.76000
,,,-2.06839990616,-0.48000,-0.76000
,,,-2.06830000877,-0.52000,-0.80000
,,,-2.06819987297,-0.52000,-0.80000
,,,-2.06809997559,-0.48000,-0.84000
,,,-2.06799983978,-0.52000,-0.76000
,,,-2.06789994240,-0.56000,-0.76000
,,,-2.06780004501,-0.48000,-0.72000
,,,-2.06769990921,-0.48000,-0.76000
,,,-2.06760001183,-0.48000,-0.80000
,,,-2.06749987602,-0.48000,-0.80000
,,,-2.06739997864,-0.48000,-0.80000
,,,-2.06729984283,-0.48000,-0.76000
,,,-2.06719994545,-0.48000,-0.80000
,,,-2.06710004807,-0.48000,-0.76000
,,,-2.06699991226,-0.48000,-0.76000
,,,-2.06690001488,-0.48000,-0.80000
,,,-2.06679987907,-0.48000,-0.80000
,,,-2.06669998169,-0.52000,-0.84000
,,,-2.06659984589,-0.52000,-0.76000
,,,-2.06649994850,-0.48000,-0.76000
,,,-2.06640005112,-0.48000,-0.76000
,,,-2.06629991531,-0.48000,-0.76000
,,,-2.06620001793,-0.48000,-0.72000
,,,-2.06609988213,-0.52000,-0.80000
,,,-2.06599998474,-0.48000,-0.80000
,,,-2.06589984894,-0.52000,-0.76000
,,,-2.06579995155,-0.48000,-0.76000
,,,-2.06570005417,-0.48000,-0.76000
,,,-2.06559991837,-0.48000,-0.76000
,,,-2.06550002098,-0.48000,-0.76000
,,,-2.06539988518,-0.48000,-0.80000
,,,-2.06529998779,-0.52000,-0.84000
,,,-2.06519985199,-0.52000,-0.80000
,,,-2.06509995461,-0.52000,-0.84000
,,,-2.06500005722,-0.48000,-0.72000
,,,-2.06489992142,-0.48000,-0.76000
,,,-2.06480002403,-0.44000,-0.76000
,,,-2.06469988823,-0.48000,-0.76000
,,,-2.06459999084,-0.48000,-0.80000
,,,-2.06449985504,-0.48000,-0.80000
,,,-2.06439995766,-0.52000,-0.80000
,,,-2.06430006027,-0.48000,-0.76000
,,,-2.06419992447,-0.48000,-0.76000
,,,-2.06410002708,-0.48000,-0.76000
,,,-2.06399989128,-0.48000,-0.76000
,,,-2.06389999390,-0.48000,-0.84000
,,,-2.06379985809,-0.48000,-0.80000
,,,-2.06369996071,-0.48000,-0.80000
,,,-2.06360006332,-0.44000,-0.76000
,,,-2.06349992752,-0.48000,-0.76000
,,,-2.06340003014,-0.48000,-0.72000
,,,-2.06329989433,-0.44000,-0.76000
,,,-2.06319999695,-0.48000,-0.76000
,,,-2.06309986115,-0.48000,-0.84000
,,,-2.06299996376,-0.52000,-0.80000
,,,-2.06290006638,-0.48000,-0.76000
,,,-2.06279993057,-0.48000,-0.76000
,,,-2.06270003319,-0.48000,-0.76000
,,,-2.06259989738,-0.48000,-0.76000
,,,-2.06250000000,-0.44000,-0.76000
,,,-2.06239986420,-0.44000,-0.80000
,,,-2.06229996681,-0.44000,-0.80000
,,,-2.06219983101,-0.48000,-0.76000
,,,-2.06209993362,-0.48000,-0.76000
,,,-2.06200003624,-0.48000,-0.72000
,,,-2.06189990044,-0.48000,-0.76000
,,,-2.06180000305,-0.44000,-0.80000
,,,-2.06169986725,-0.48000,-0.76000
,,,-2.06159996986,-0.48000,-0.80000
,,,-2.06149983406,-0.48000,-0.80000
,,,-2.06139993668,-0.44000,-0.76000
,,,-2.06130003929,-0.48000,-0.76000
,,,-2.06119990349,-0.48000,-0.72000
,,,-2.06110000610,-0.48000,-0.76000
,,,-2.06099987030,-0.48000,-0.80000
,,,-2.06089997292,-0.48000,-0.80000
,,,-2.06079983711,-0.48000,-0.80000
,,,-2.06069993973,-0.48000,-0.76000
,,,-2.06060004234,-0.48000,-0.76000
,,,-2.06049990654,-0.48000,-0.76000
,,,-2.06040000916,-0.48000,-0.76000
,,,-2.06029987335,-0.44000,-0.76000
,,,-2.06019997597,-0.48000,-0.80000
,,,-2.06009984016,-0.48000,-0.80000
,,,-2.05999994278,-0.48000,-0.76000
,,,-2.05990004539,-0.48000,-0.72000
,,,-2.05979990959,-0.44000,-0.76000
,,,-2.05970001221,-0.44000,-0.72000
,,,-2.05959987640,-0.48000,-0.76000
,,,-2.05949997902,-0.44000,-0.80000
,,,-2.05939984322,-0.48000,-0.80000
,,,-2.05929994583,-0.48000,-0.80000
,,,-2.05920004845,-0.48000,-0.76000
,,,-2.05909991264,-0.44000,-0.76000
,,,-2.05900001526,-0.48000,-0.72000
,,,-2.05889987946,-0.48000,-0.72000
,,,-2.05879998207,-0.48000,-0.76000
,,,-2.05869984627,-0.48000,-0.80000
,,,-2.05859994888,-0.48000,-0.80000
,,,-2.05850005150,-0.48000,-0.76000
,,,-2.05839991570,-0.44000,-0.76000
,,,-2.05830001831,-0.44000,-0.72000
,,,-2.05819988251,-0.48000,-0.76000
,,,-2.05809998512,-0.48000,-0.76000
,,,-2.05799984932,-0.48000,-0.80000
,,,-2.05789995193,-0.48000,-0.80000
,,,-2.05780005455,-0.44000,-0.76000
,,,-2.05769991875,-0.48000,-0.76000
,,,-2.05760002136,-0.48000,-0.76000
,,,-2.05749988556,-0.48000,-0.72000
,,,-2.05739998817,-0.48000,-0.76000
,,,-2.05729985237,-0.48000,-0.80000
,,,-2.05719995499,-0.48000,-0.80000
,,,-2.05710005760,-0.48000,-0.80000
,,,-2.05699992180,-0.48000,-0.72000
,,,-2.05690002441,-0.48000,-0.76000
,,,-2.05679988861,-0.48000,-0.68000
,,,-2.05669999123,-0.48000,-0.76000
,,,-2.05659985542,-0.48000,-0.76000
,,,-2.05649995804,-0.48000,-0.80000
,,,-2.05640006065,-0.44000,-0.80000
,,,-2.05629992485,-0.48000,-0.72000
,,,-2.05620002747,-0.48000,-0.76000
,,,-2.05609989166,-0.44000,-0.72000
,,,-2.05599999428,-0.48000,-0.72000
,,,-2.05589985847,-0.44000,-0.76000
,,,-2.05579996109,-0.48000,-0.80000
,,,-2.05570006371,-0.44000,-0.76000
,,,-2.05559992790,-0.48000,-0.76000
,,,-2.05550003052,-0.48000,-0.76000
,,,-2.05539989471,-0.44000,-0.76000
,,,-2.05529999733,-0.48000,-0.72000
,,,-2.05519986153,-0.48000,-0.76000
,,,-2.05509996414,-0.48000,-0.76000
,,,-2.05500006676,-0.44000,-0.80000
,,,-2.05489993095,-0.48000,-0.76000
,,,-2.05480003357,-0.48000,-0.76000
,,,-2.05469989777,-0.48000,-0.76000
,,,-2.05460000038,-0.44000,-0.72000
,,,-2.05449986458,-0.56000,-0.76000
,,,-2.05439996719,-0.44000,-0.76000
,,,-2.05429983139,-0.44000,-0.80000
,,,-2.05419993401,-0.48000,-0.80000
,,,-2.05410003662,-0.48000,-0.76000
,,,-2.05399990082,-0.48000,-0.72000
,,,-2.05390000343,-0.48000,-0.72000
,,,-2.05379986763,-0.48000,-0.72000
,,,-2.05369997025,-0.48000,-0.76000
,,,-2.05359983444,-0.48000,-0.80000
,,,-2.05349993706,-0.48000,-0.80000
,,,-2.05340003967,-0.48000,-0.76000
,,,-2.05329990387,-0.48000,-0.72000
,,,-2.05320000648,-0.44000,-0.72000
,,,-2.05309987068,-0.44000,-0.72000
,,,-2.05299997330,-0.44000,-0.80000
,,,-2.05289983749,-0.48000,-0.80000
,,,-2.05279994011,-0.48000,-0.76000
,,,-2.05270004272,-0.44000,-0.80000
,,,-2.05259990692,-0.44000,-0.72000
,,,-2.05250000954,-0.48000,-0.72000
,,,-2.05239987373,-0.48000,-0.72000
,,,-2.05229997635,-0.44000,-0.72000
,,,-2.05219984055,-0.48000,-0.76000
,,,-2.05209994316,-0.48000,-0.76000
,,,-2.05200004578,-0.48000,-0.76000
,,,-2.05189990997,-0.48000,-0.76000
,,,-2.05180001259,-0.48000,-0.72000
,,,-2.05169987679,-0.44000,-0.72000
,,,-2.05159997940,-0.48000,-0.72000
,,,-2.05149984360,-0.48000,-0.76000
,,,-2.05139994621,-0.44000,-0.76000
,,,-2.05130004883,-0.48000,-0.80000
,,,-2.05119991302,-0.48000,-0.72000
,,,-2.05110001564,-0.48000,-0.72000
,,,-2.05099987984,-0.48000,-0.72000
,,,-2.05089998245,-0.44000,-0.68000
,,,-2.05079984665,-0.48000,-0.72000
,,,-2.05069994926,-0.48000,-0.76000
,,,-2.05060005188,-0.44000,-0.80000
,,,-2.05049991608,-0.48000,-0.76000
,,,-2.05040001869,-0.44000,-0.76000
,,,-2.05029988289,-0.44000,-0.72000
,,,-2.05019998550,-0.44000,-0.68000
,,,-2.05009984970,-0.44000,-0.72000
,,,-2.04999995232,-0.48000,-0.76000
,,,-2.04990005493,-0.48000,-0.80000
,,,-2.04979991913,-0.48000,-0.76000
,,,-2.04970002174,-0.48000,-0.72000
,,,-2.04959988594,-0.48000,-0.76000
,,,-2.04949998856,-0.48000,-0.72000
,,,-2.04939985275,-0.48000,-0.72000
,,,-2.04929995537,-0.44000,-0.72000
,,,-2.04920005798,-0.44000,-0.80000
,,,-2.04909992218,-0.48000,-0.80000
,,,-2.04900002480,-0.48000,-0.80000
,,,-2.04889988899,-0.48000,-0.72000
,,,-2.04879999161,-0.44000,-0.76000
,,,-2.04869985580,-0.44000,-0.72000
,,,-2.04859995842,-0.48000,-0.76000
,,,-2.04850006104,-0.44000,-0.80000
,,,-2.04839992523,-0.48000,-0.76000
,,,-2.04830002785,-0.44000,-0.80000
,,,-2.04819989204,-0.48000,-0.68000
,,,-2.04809999466,-0.48000,-0.68000
,,,-2.04799985886,-0.48000,-0.72000
,,,-2.04789996147,-0.44000,-0.72000
,,,-2.04780006409,-0.48000,-0.80000
,,,-2.04769992828,-0.48000,-0.76000
,,,-2.04760003090,-0.44000,-0.80000
,,,-2.04749989510,-0.48000,-0.72000
,,,-2.04739999771,-0.48000,-0.72000
,,,-2.04729986191,-0.44000,-0.72000
,,,-2.04719996452,-0.44000,-0.72000
,,,-2.04710006714,-0.44000,-0.72000
,,,-2.04699993134,-0.48000,-0.76000
,,,-2.04690003395,-0.48000,-0.76000
,,,-2.04679989815,-0.48000,-0.76000
,,,-2.04670000076,-0.48000,-0.72000
,,,-2.04659986496,-0.44000,-0.72000
,,,-2.04649996758,-0.44000,-0.72000
,,,-2.04639983177,-0.44000,-0.72000
,,,-2.04629993439,-0.48000,-0.76000
,,,-2.04620003700,-0.44000,-0.76000
,,,-2.04609990120,-0.44000,-0.76000
,,,-2.04600000381,-0.48000,-0.72000
,,,-2.04589986801,-0.48000,-0.76000
,,,-2.04579997063,-0.44000,-0.68000
,,,-2.04569983482,-0.44000,-0.72000
,,,-2.04559993744,-0.44000,-0.76000
,,,-2.04550004005,-0.44000,-0.76000
,,,-2.04539990425,-0.48000,-0.76000
,,,-2.04530000687,-0.48000,-0.72000
,,,-2.04519987106,-0.44000,-0.72000
,,,-2.04509997368,-0.48000,-0.68000
,,,-2.04499983788,-0.44000,-0.72000
,,,-2.04489994049,-0.48000,-0.76000
,,,-2.04480004311,-0.44000,-0.76000
,,,-2.04469990730,-0.48000,-0.76000
,,,-2.04460000992,-0.44000,-0.76000
,,,-2.04449987411,-0.48000,-0.72000
,,,-2.04439997673,-0.44000,-0.72000
,,,-2.04429984093,-0.44000,-0.72000
,,,-2.04419994354,-0.44000,-0.72000
,,,-2.04410004616,-0.44000,-0.76000
,,,-2.04399991035,-0.44000,-0.76000
,,,-2.04390001297,-0.44000,-0.72000
,,,-2.04379987717,-0.48000,-0.72000
,,,-2.04369997978,-0.44000,-0.72000
,,,-2.04359984398,-0.48000,-0.72000
,,,-2.04349994659,-0.44000,-0.68000
,,,-2.04340004921,-0.44000,-0.72000
,,,-2.04329991341,-0.44000,-0.76000
,,,-2.04320001602,-0.44000,-0.76000
,,,-2.04309988022,-0.44000,-0.72000
,,,-2.04299998283,-0.44000,-0.72000
,,,-2.04289984703,-0.44000,-0.68000
,,,-2.04279994965,-0.44000,-0.72000
,,,-2.04270005226,-0.44000,-0.72000
,,,-2.04259991646,-0.44000,-0.76000
,,,-2.04250001907,-0.48000,-0.76000
,,,-2.04239988327,-0.48000,-0.76000
,,,-2.04229998589,-0.44000,-0.72000
,,,-2.04219985008,-0.44000,-0.68000
,,,-2.04209995270,-0.44000,-0.72000
,,,-2.04200005531,-0.44000,-0.72000
,,,-2.04189991951,-0.44000,-0.76000
,,,-2.04180002213,-0.48000,-0.80000
,,,-2.04169988632,-0.44000,-0.76000
,,,-2.04159998894,-0.44000,-0.72000
,,,-2.04149985313,-0.44000,-0.72000
,,,-2.04139995575,-0.44000,-0.68000
,,,-2.04130005836,-0.48000,-0.72000
,,,-2.04119992256,-0.44000,-0.72000
,,,-2.04110002518,-0.44000,-0.76000
,,,-2.04099988937,-0.44000,-0.76000
,,,-2.04089999199,-0.44000,-0.72000
,,,-2.04079985619,-0.44000,-0.72000
,,,-2.04069995880,-0.44000,-0.68000
,,,-2.04060006142,-0.44000,-0.76000
,,,-2.04049992561,-0.44000,-0.72000
,,,-2.04040002823,-0.48000,-0.72000
,,,-2.04029989243,-0.44000,-0.80000
,,,-2.04019999504,-0.44000,-0.72000
,,,-2.04009985924,-0.44000,-0.76000
